rally_uid,actionId,pointId,serverGetPoint
13078,1,5,1
13081,10,5,1
13082,7,9,0
13086,12,8,1
13089,10,9,0
13091,10,7,1
13115,10,2,1
13120,3,4,1
13126,10,8,1
13158,1,9,0
13162,11,1,1
13167,1,9,0
13171,1,7,0
13181,11,1,0
13195,4,9,0
13206,4,9,0
13208,1,9,1
13230,4,9,0
13238,1,9,0
13239,1,9,0
13240,13,9,1
13246,1,9,1
13247,1,8,0
13249,1,9,0
13263,10,5,0
13283,1,8,1
13291,13,7,0
13293,13,6,0
13299,7,7,1
13303,1,9,0
13309,1,6,0
13317,13,9,1
13332,13,6,1
13394,6,9,0
13416,13,9,0
13428,13,9,0
13438,13,6,0
13445,13,9,1
13449,6,9,1
13455,10,9,1
13465,10,6,1
13470,13,9,0
13486,5,9,1
13490,1,9,0
13492,13,8,1
13493,13,7,0
13530,5,9,1
13535,10,9,1
13542,1,5,0
13550,2,9,0
13554,4,8,1
13563,14,8,0
13572,11,5,1
13577,11,5,1
13590,6,7,1
13596,11,5,1
13606,11,2,1
13607,2,9,1
13622,4,9,1
13634,6,9,0
13635,4,8,0
13666,4,7,1
13667,6,7,1
13687,1,7,1
13691,4,7,1
13698,10,5,0
13710,5,7,0
13714,10,8,0
13718,1,7,1
13720,1,9,0
13740,11,1,1
13744,11,1,0
13755,1,7,0
13764,11,5,0
13775,11,5,1
13785,1,9,1
13798,1,9,1
13811,10,9,0
13817,1,9,1
13820,6,9,1
13832,6,8,0
13835,3,9,1
13846,10,9,0
13849,10,7,0
13850,13,9,0
13851,11,2,1
13864,1,7,0
13876,5,7,0
13881,9,9,1
13923,1,8,1
13938,10,6,1
13949,10,6,1
13951,10,6,1
13963,13,8,1
13971,14,9,1
13978,1,8,1
13988,11,6,0
13990,1,7,0
13994,10,8,1
14004,7,6,1
14010,1,9,1
14014,1,9,1
14019,11,5,1
14029,1,8,1
14044,10,9,0
14051,10,9,0
14052,10,7,0
14066,9,5,0
14068,10,6,0
14082,1,9,1
14083,11,2,0
14087,12,5,1
14163,2,9,0
14167,2,9,1
14168,2,0,1
14174,1,8,0
14181,6,9,0
14193,12,7,1
14194,1,8,1
14195,2,7,1
14196,1,7,0
14199,14,8,0
14203,10,8,1
14222,5,9,0
14239,1,8,0
14241,13,7,1
14256,4,8,0
14271,2,8,0
14275,6,9,1
14289,13,7,1
14315,10,9,1
14333,13,8,1
14343,1,7,1
14351,1,8,1
14360,10,9,1
14362,1,8,1
14366,1,5,1
14383,2,7,1
14384,1,8,0
14402,13,9,1
14420,10,8,0
14443,1,9,1
14468,10,5,1
14469,12,5,1
14476,1,9,1
14477,10,6,1
14482,10,9,1
14493,10,7,0
14496,12,5,1
14522,3,4,1
14526,10,8,0
14528,7,7,1
14529,10,5,1
14542,2,7,1
14556,7,8,0
14573,1,9,1
14574,1,9,1
14605,6,8,0
14611,13,9,1
14612,10,6,1
14613,6,9,0
14615,11,5,1
14627,14,4,0
14628,13,7,0
14640,2,9,1
14658,6,9,1
14661,2,5,0
14696,2,8,0
14702,2,5,0
14704,13,5,0
14717,2,1,0
14728,10,5,0
14731,13,9,1
14739,2,8,0
14742,2,5,0
14775,1,9,0
14781,2,8,1
14785,5,9,1
14791,10,8,0
14795,1,7,1
14797,6,7,0
14806,1,9,0
14847,1,9,1
14853,6,9,0
14856,10,5,1
14857,1,9,0
14877,1,9,0
14880,1,9,1
14883,6,8,1
14884,4,9,0
14893,1,9,1
14899,6,7,0
14903,6,7,0
14906,10,7,0
14914,2,8,1
14919,1,7,1
14923,10,5,0
14927,10,8,0
14928,13,9,1
14931,1,8,0
14933,10,8,1
14949,4,7,0
14951,4,8,1
14966,10,6,1
14976,3,8,1
14987,3,7,0
15011,4,9,0
15014,4,8,0
15030,2,7,1
15034,12,5,1
15037,12,6,1
15044,1,5,0
15047,7,6,0
15065,1,7,0
15069,1,8,0
15070,10,5,1
15071,1,5,1
15080,6,5,1
15085,7,4,1
15091,2,5,1
15093,2,9,0
15101,1,8,1
15103,13,8,0
15112,10,5,1
15132,1,9,1
15135,2,8,1
15158,6,6,0
15159,2,9,1
15249,7,9,1
15287,2,9,1
15299,11,5,0
15350,1,9,1
15366,1,9,0
15403,10,8,1
15485,10,9,1
15551,1,4,1
15569,10,4,0
15596,12,9,1
15629,1,7,1
15641,1,7,1
15691,1,7,1
15897,2,9,1
15923,5,9,1
15951,14,8,0
15977,10,2,0
16006,1,8,0
16010,1,7,0
16091,11,4,0
16232,10,9,1
16350,13,9,1
16509,1,9,1
16647,2,8,0
16681,2,7,0
16713,1,7,1
16724,10,9,0
16735,10,9,0
16759,2,7,1
16785,1,9,1
16798,5,8,0
16984,6,8,1
17102,1,8,0
17321,1,8,1
17407,6,7,1
17526,1,8,0
17689,3,7,1
17743,1,8,0
17823,2,7,1
17857,5,9,0
18014,7,7,1
18055,1,9,1
18080,10,7,1
18439,10,9,0
18527,12,9,0
18599,11,2,0
18620,13,8,1
18716,11,6,1
18755,1,6,1
18793,1,8,0
18894,6,2,0
19043,6,7,1
19108,11,5,0
19179,1,9,0
19189,1,9,0
19360,4,9,1
19366,4,9,1
